"('Galaxy ID', '', '')","('Accuracy', 'th=1', 'Only spirals')","('Accuracy', 'th=1', 'All images')","('Accuracy', 'th=2', 'Only spirals')","('Accuracy', 'th=2', 'All images')","('Accuracy', 'th=3', 'Only spirals')","('Accuracy', 'th=3', 'All images')","('Accuracy', 'th=4', 'Only spirals')","('Accuracy', 'th=4', 'All images')","('Precision', 'th=1', 'Only spirals')","('Precision', 'th=1', 'All images')","('Precision', 'th=2', 'Only spirals')","('Precision', 'th=2', 'All images')","('Precision', 'th=3', 'Only spirals')","('Precision', 'th=3', 'All images')","('Precision', 'th=4', 'Only spirals')","('Precision', 'th=4', 'All images')","('Sensitivity', 'th=1', 'Only spirals')","('Sensitivity', 'th=1', 'All images')","('Sensitivity', 'th=2', 'Only spirals')","('Sensitivity', 'th=2', 'All images')","('Sensitivity', 'th=3', 'Only spirals')","('Sensitivity', 'th=3', 'All images')","('Sensitivity', 'th=4', 'Only spirals')","('Sensitivity', 'th=4', 'All images')","('Specificity', 'th=1', 'Only spirals')","('Specificity', 'th=1', 'All images')","('Specificity', 'th=2', 'Only spirals')","('Specificity', 'th=2', 'All images')","('Specificity', 'th=3', 'Only spirals')","('Specificity', 'th=3', 'All images')","('Specificity', 'th=4', 'Only spirals')","('Specificity', 'th=4', 'All images')","('Jaccard', 'th=1', 'Only spirals')","('Jaccard', 'th=1', 'All images')","('Jaccard', 'th=2', 'Only spirals')","('Jaccard', 'th=2', 'All images')","('Jaccard', 'th=3', 'Only spirals')","('Jaccard', 'th=3', 'All images')","('Jaccard', 'th=4', 'Only spirals')","('Jaccard', 'th=4', 'All images')"
b'1-202775',0.94287109375,0.98162841796875,0.9686279296875,1.0,0.9859619140625,1.0,0.99884033203125,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,0.94287109375,0.98162841796875,0.9686279296875,1.0,0.9859619140625,1.0,0.99884033203125,1.0,0.0,0.0,0.0,,0.0,,0.0,
b'1-67846',0.84783935546875,0.77740478515625,0.87420654296875,0.82940673828125,0.84283447265625,0.844482421875,0.93011474609375,0.91357421875,0.9994809239553595,1.0,1.0,1.0,0.7941176470588235,0.9913419913419913,0.9212598425196851,0.8787878787878788,0.6072216966256702,0.4249448123620309,0.5048053820278712,0.3284478616049976,0.0972972972972973,0.08252252252252253,0.23942701227830832,0.03956343792633015,0.9998008364867557,1.0,1.0,1.0,0.9948563450657653,0.9998530384304505,0.9979890065692452,0.9994637350851321,0.6070302648171501,0.4249448123620309,0.5048053820278712,0.3284478616049976,0.09490333919156414,0.08246308966510622,0.23462566844919786,0.03934871099050204
b'1-411968',0.829345703125,1.0,0.9998779296875,1.0,0.98699951171875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.829345703125,1.0,0.9998779296875,1.0,0.98699951171875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-174759',0.76336669921875,0.93072509765625,0.96533203125,0.98565673828125,0.9886474609375,1.0,1.0,0.9990234375,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,0.76336669921875,0.93072509765625,0.96533203125,0.98565673828125,0.9886474609375,1.0,1.0,0.9990234375,0.0,0.0,0.0,0.0,0.0,,,0.0
b'1-380352',0.94281005859375,1.0,1.0,1.0,0.9921875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.94281005859375,1.0,1.0,1.0,0.9921875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-627892',0.75531005859375,1.0,0.9510498046875,1.0,0.96246337890625,1.0,0.99822998046875,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.75531005859375,1.0,0.9510498046875,1.0,0.96246337890625,1.0,0.99822998046875,1.0,0.0,,0.0,,0.0,,0.0,
b'1-10076',0.82720947265625,0.97064208984375,0.9459228515625,0.998779296875,0.98876953125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.82720947265625,0.97064208984375,0.9459228515625,0.998779296875,0.98876953125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
b'1-275904',0.9521484375,1.0,0.97320556640625,1.0,0.99041748046875,1.0,0.9957275390625,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.9521484375,1.0,0.97320556640625,1.0,0.99041748046875,1.0,0.9957275390625,1.0,0.0,,0.0,,0.0,,0.0,
b'1-279544',0.9490966796875,0.99993896484375,0.9996337890625,1.0,0.9912109375,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.9490966796875,0.99993896484375,0.9996337890625,1.0,0.9912109375,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,
b'1-299015',0.9051513671875,1.0,1.0,1.0,0.99334716796875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9051513671875,1.0,1.0,1.0,0.99334716796875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-100725',0.93121337890625,0.94244384765625,0.92083740234375,0.9298095703125,0.9556884765625,0.9688720703125,0.974609375,0.97467041015625,0.750818139317438,0.8485936564931179,0.646448087431694,0.7248189598420013,0.6209302325581395,0.7228412256267409,0.6793893129770993,0.7125748502994012,0.9813626642224259,0.8664833486098381,0.6453900709219859,0.6006546644844517,0.3216867469879518,0.6253012048192771,0.4793536804308797,0.4272890484739677,0.9186942262222562,0.9614064525970559,0.9555357020136073,0.9712734519964263,0.9895203806094895,0.9872058634434872,0.9920389208314905,0.9939344158716118,0.7402627333486979,0.7504630854723472,0.47701612903225804,0.48911594846734785,0.2688821752265861,0.5043731778425656,0.39092240117130306,0.36447166921898927
b'1-42106',0.9443359375,1.0,0.972900390625,1.0,0.99383544921875,1.0,0.99993896484375,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.9443359375,1.0,0.972900390625,1.0,0.99383544921875,1.0,0.99993896484375,1.0,0.0,,0.0,,0.0,,0.0,
b'1-82457',0.6754150390625,1.0,0.8248291015625,1.0,0.95513916015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.6754150390625,1.0,0.8248291015625,1.0,0.95513916015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-389873',0.8953857421875,0.87957763671875,0.93475341796875,0.9151611328125,0.940673828125,0.96929931640625,0.9783935546875,0.96514892578125,0.7969756370764491,0.9613478691774033,0.822680412371134,0.8329741379310345,0.027586206896551724,0.9088669950738916,0.8534201954397395,,0.7421121251629726,0.5058670143415906,0.5961155378486056,0.3849601593625498,0.004790419161676647,0.4419161676646707,0.45884413309982486,0.0,0.9422264722288629,0.9937843652880708,0.9820534223706177,0.989218141346689,0.9909318927262203,0.9976204257508522,0.9971542401821286,1.0,0.6241228070175439,0.49578328648096087,0.528243601059135,0.3573740175681923,0.004098360655737705,0.4231651376146789,0.4253246753246753,0.0
b'1-503432',0.93731689453125,1.0,0.9647216796875,1.0,0.984130859375,1.0,0.99859619140625,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.93731689453125,1.0,0.9647216796875,1.0,0.984130859375,1.0,0.99859619140625,1.0,0.0,,0.0,,0.0,,0.0,
b'1-169451',0.96966552734375,0.92913818359375,0.97589111328125,0.95574951171875,0.9698486328125,0.97332763671875,0.986083984375,0.98565673828125,0.7940140845070423,1.0,0.7384393063583815,,0.24324324324324326,,0.7692307692307693,,0.7742489270386266,0.0034334763948497852,0.7048275862068966,0.0,0.06178489702517163,0.0,0.0425531914893617,0.0,0.9846244825547014,1.0,0.9884411520531324,1.0,0.9947325515770992,1.0,0.9998142299832807,1.0,0.6447462473195139,0.0034334763948497852,0.5640176600441501,0.0,0.05182341650671785,0.0,0.04201680672268908,0.0
b'1-32070',0.92724609375,1.0,0.98919677734375,1.0,0.9974365234375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.92724609375,1.0,0.98919677734375,1.0,0.9974365234375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-32868',0.930908203125,1.0,0.96826171875,1.0,0.98736572265625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.930908203125,1.0,0.96826171875,1.0,0.98736572265625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-592172',0.96478271484375,0.9063720703125,0.9495849609375,0.9617919921875,0.98193359375,0.9871826171875,0.99041748046875,0.99737548828125,0.7304180682364247,1.0,0.42835481425322214,0.6774193548387096,0.07,,0.18681318681318682,,0.9895833333333334,0.0013020833333333333,0.8869701726844584,0.03296703296703297,0.03333333333333333,0.0,0.7906976744186046,0.0,0.9622171336206896,1.0,0.9521178637200737,0.9993649584047755,0.9942500309138123,1.0,0.9909430267425494,1.0,0.7248450166905103,0.0013020833333333333,0.40618260244428467,0.03245749613601236,0.0231023102310231,0.0,0.17801047120418848,0.0
b'1-388026',0.90838623046875,0.8902587890625,0.9578857421875,0.9337158203125,0.9437255859375,0.9515380859375,0.96551513671875,0.9617919921875,0.8303886925795053,0.9302721088435374,0.8888888888888888,0.8978494623655914,0.6136363636363636,1.0,1.0,1.0,0.5854092526690391,0.3893238434163701,0.6274509803921569,0.32745098039215687,0.164969450101833,0.19144602851323828,0.09888357256778309,0.001594896331738437,0.9752467953440401,0.9939590393399146,0.9919213679816884,0.996162649791302,0.9933774834437086,1.0,1.0,1.0,0.5228862047043865,0.37828492392807744,0.5818181818181818,0.31568998109640833,0.14944649446494465,0.19144602851323828,0.09888357256778309,0.001594896331738437
b'1-26390',0.9658203125,0.9359130859375,0.9798583984375,0.980224609375,0.98712158203125,0.99639892578125,1.0,1.0,0.6540880503144654,,0.49230769230769234,,0.0,,,,0.9904761904761905,0.0,0.5925925925925926,0.0,0.0,0.0,,,0.9641319942611191,1.0,0.9876712328767123,1.0,0.9906891271056661,1.0,1.0,1.0,0.65,0.0,0.367816091954023,0.0,0.0,0.0,,
b'1-473214',0.93194580078125,0.99993896484375,0.951416015625,1.0,0.9957275390625,1.0,0.99688720703125,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,0.93194580078125,0.99993896484375,0.951416015625,1.0,0.9957275390625,1.0,0.99688720703125,1.0,0.0,0.0,0.0,,0.0,,0.0,
b'1-462238',0.94805908203125,0.9478759765625,0.949951171875,0.95416259765625,0.94830322265625,0.9713134765625,0.980712890625,0.97369384765625,0.637478108581436,0.6373626373626373,0.593298969072165,0.6180821917808219,0.10256410256410256,0.6226964112512124,0.55,0.3393939393939394,0.9844489519945909,0.9803921568627451,0.9737732656514383,0.9543147208121827,0.022130013831258646,0.8879668049792531,0.9021164021164021,0.14814814814814814,0.9444481717544448,0.9446494464944649,0.9480989343507433,0.9541507696355742,0.9910605963859268,0.9751612285294681,0.9825690366112708,0.9931900537298513,0.6311226701343736,0.6293402777777778,0.5839675291730086,0.6003193187865886,0.01853997682502897,0.5773381294964028,0.5190258751902588,0.11498973305954825
b'1-624262',0.835693359375,1.0,0.99737548828125,1.0,0.98944091796875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.835693359375,1.0,0.99737548828125,1.0,0.98944091796875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-450825',0.9124755859375,1.0,0.9915771484375,1.0,0.98406982421875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.9124755859375,1.0,0.9915771484375,1.0,0.98406982421875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-264029',0.90753173828125,1.0,1.0,1.0,0.99212646484375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.90753173828125,1.0,1.0,1.0,0.99212646484375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-620821',0.89697265625,1.0,1.0,1.0,0.99212646484375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.89697265625,1.0,1.0,1.0,0.99212646484375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-283460',0.77410888671875,1.0,0.995361328125,1.0,0.98724365234375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.77410888671875,1.0,0.995361328125,1.0,0.98724365234375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-152777',0.92633056640625,1.0,0.96429443359375,1.0,0.98663330078125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.92633056640625,1.0,0.96429443359375,1.0,0.98663330078125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-280060',0.90936279296875,0.98583984375,0.94757080078125,1.0,0.99462890625,1.0,0.990966796875,0.9996337890625,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.90936279296875,0.98583984375,0.94757080078125,1.0,0.99462890625,1.0,0.990966796875,0.9996337890625,0.0,0.0,0.0,,0.0,,0.0,0.0
b'1-461355',0.9703369140625,0.96112060546875,0.9566650390625,0.9417724609375,0.950439453125,0.95697021484375,0.9776611328125,0.98089599609375,0.9565217391304348,0.9590755897929706,0.805625,0.8306306306306306,0.53125,0.8128342245989305,0.16666666666666666,0.5185185185185185,0.8474842767295597,0.7830188679245284,0.7636255924170616,0.5462085308056872,0.10340632603406326,0.18491484184914841,0.041401273885350316,0.044585987261146494,0.9929190751445087,0.9938583815028902,0.9788377789874796,0.9872074033750681,0.9951805680503791,0.9977509317568436,0.9959551960174238,0.9991910392034847,0.8160484481453444,0.7577025484975276,0.6448224112056028,0.4914712153518124,0.0947603121516165,0.17736289381563594,0.03430079155672823,0.04281345565749235
b'1-301143',0.9764404296875,1.0,1.0,1.0,0.994873046875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9764404296875,1.0,1.0,1.0,0.994873046875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-256980',0.93646240234375,1.0,0.9678955078125,1.0,0.984619140625,1.0,0.99981689453125,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.93646240234375,1.0,0.9678955078125,1.0,0.984619140625,1.0,0.99981689453125,1.0,0.0,,0.0,,0.0,,0.0,
b'1-492678',0.91650390625,1.0,0.99658203125,1.0,0.99432373046875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.91650390625,1.0,0.99658203125,1.0,0.99432373046875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-360908',0.94989013671875,1.0,1.0,1.0,0.98638916015625,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.94989013671875,1.0,1.0,1.0,0.98638916015625,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-613373',0.62420654296875,1.0,1.0,1.0,0.9739990234375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.62420654296875,1.0,1.0,1.0,0.9739990234375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-585725',0.69439697265625,0.94219970703125,0.96319580078125,0.93377685546875,0.948486328125,0.95343017578125,0.9691162109375,0.96533203125,0.27863420256447197,0.7454002983590253,0.7141951837769328,0.9801980198019802,0.44594594594594594,1.0,0.9929078014184397,0.9753086419753086,1.0,0.7750775594622544,0.8811571540265832,0.15480844409695074,0.07971014492753623,0.0785024154589372,0.21705426356589147,0.12248062015503876,0.6534948096885813,0.9645674740484429,0.9701423369745118,0.9997351870241642,0.9947287220365132,1.0,0.9999364635618527,0.9998729271237055,0.27863420256447197,0.6128372853638594,0.6514450867052023,0.1543257989088075,0.07252747252747253,0.0785024154589372,0.21671826625386997,0.12210200927357033
b'1-53412',0.984619140625,0.96392822265625,0.98162841796875,0.9840087890625,0.97576904296875,0.97772216796875,0.97998046875,0.98138427734375,0.9488734835355286,0.9134045077105575,0.9318181818181818,0.943758573388203,0.9682539682539683,0.7259036144578314,0.5088757396449705,0.6031746031746031,0.8501552795031055,0.5978260869565217,0.7216721672167217,0.7568756875687569,0.23689320388349513,0.4679611650485437,0.2598187311178248,0.229607250755287,0.9960916799152093,0.9951642819289878,0.9968982229402261,0.9973505654281098,0.9997479362278656,0.9942655491839435,0.9948296268610228,0.9968853173861584,0.8129175946547884,0.5657604702424688,0.6854754440961337,0.7242105263157895,0.2350674373795761,0.3976897689768977,0.20772946859903382,0.1994750656167979
b'1-591859',0.7601318359375,0.99237060546875,0.98077392578125,0.99981689453125,0.98175048828125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.7601318359375,0.99237060546875,0.98077392578125,0.99981689453125,0.98175048828125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
b'1-80923',0.8734130859375,1.0,1.0,1.0,0.990966796875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.8734130859375,1.0,1.0,1.0,0.990966796875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-84986',0.9434814453125,1.0,0.95220947265625,1.0,0.9969482421875,1.0,0.9986572265625,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.9434814453125,1.0,0.95220947265625,1.0,0.9969482421875,1.0,0.9986572265625,1.0,0.0,,0.0,,0.0,,0.0,
b'1-420768',0.94244384765625,1.0,1.0,1.0,0.9888916015625,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.94244384765625,1.0,1.0,1.0,0.9888916015625,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-504360',0.95526123046875,0.90692138671875,0.96282958984375,0.9404296875,0.96044921875,0.97320556640625,0.99468994140625,0.9947509765625,0.7650142993326978,0.773037542662116,0.8605108055009824,,0.12811387900355872,,0.0,,0.8699186991869918,0.24552845528455283,0.4487704918032787,0.0,0.08200455580865604,0.0,0.0,0.0,0.9660912029713186,0.9908521906596052,0.9953920041536864,1.0,0.9846346817184071,1.0,0.999938642778255,1.0,0.6864841745081266,0.22901921132457026,0.4183381088825215,0.0,0.05263157894736842,0.0,0.0,0.0
b'1-625676',0.85357666015625,1.0,1.0,1.0,0.97998046875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.85357666015625,1.0,1.0,1.0,0.97998046875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-543935',0.96282958984375,1.0,0.98553466796875,1.0,0.99530029296875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.96282958984375,1.0,0.98553466796875,1.0,0.99530029296875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-576083',0.94158935546875,0.873046875,0.98529052734375,0.9715576171875,0.96240234375,0.9779052734375,0.9805908203125,0.9732666015625,1.0,1.0,0.8829981718464351,0.9274755927475593,0.8301886792452831,0.9090909090909091,0.9005524861878453,1.0,0.5733392777530094,0.07267053053945609,0.8952734012974977,0.6163113994439295,0.1282798833819242,0.5247813411078717,0.35205183585313177,0.05399568034557235,1.0,1.0,0.9916367200261352,0.9966024175106174,0.9988533571155561,0.9977067142311122,0.9988694177501414,1.0,0.5733392777530094,0.07267053053945609,0.8003314001657,0.5879752431476569,0.125,0.4986149584487535,0.3388773388773389,0.05399568034557235
b'1-92547',0.9569091796875,0.9254150390625,0.95452880859375,0.93695068359375,0.92535400390625,0.9505615234375,0.9635009765625,0.9635009765625,0.8657123381049762,0.8538754764930114,0.7427007299270073,0.8885350318471338,0.0,0.8814229249011858,,,0.7138842046093311,0.3777403035413153,0.6374314800313234,0.21848081440877057,0.0,0.22233300099700898,0.0,0.0,0.9865114686751113,0.9921259842519685,0.9813331568147217,0.9976831932216853,0.9856966387100968,0.998049541642286,1.0,1.0,0.6427125506072875,0.35480464625131997,0.5221295702373316,0.21265243902439024,0.0,0.2158760890609874,0.0,0.0
b'1-306988',0.97369384765625,0.9678955078125,0.968994140625,0.94598388671875,0.9537353515625,0.96405029296875,0.9842529296875,0.985107421875,0.8509585652442795,0.9506065857885615,0.7842323651452282,0.94,0.4351145038167939,0.6968911917098446,0.5573770491803278,0.6909090909090909,0.8786717752234994,0.7005108556832694,0.7921207041072925,0.2757753562447611,0.07692307692307693,0.3630229419703104,0.7752442996742671,0.3713355048859935,0.9837359967606965,0.9961533270346875,0.9828846027252979,0.9986176025278125,0.9952694495940676,0.9925206162500799,0.988244075387199,0.9968277663743236,0.7614831211953514,0.6759088108441158,0.6503785271851342,0.27100494233937394,0.06993865030674846,0.3135198135198135,0.4798387096774194,0.31843575418994413
b'1-37754',0.87030029296875,1.0,1.0,1.0,0.98773193359375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.87030029296875,1.0,1.0,1.0,0.98773193359375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-2333',0.9439697265625,1.0,0.9569091796875,1.0,0.99420166015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.9439697265625,1.0,0.9569091796875,1.0,0.99420166015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-240404',0.9560546875,1.0,1.0,1.0,0.9881591796875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9560546875,1.0,1.0,1.0,0.9881591796875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-343383',0.88177490234375,1.0,1.0,1.0,0.98956298828125,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.88177490234375,1.0,1.0,1.0,0.98956298828125,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-48088',0.9732666015625,1.0,1.0,1.0,0.99310302734375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9732666015625,1.0,1.0,1.0,0.99310302734375,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-550883',0.96307373046875,0.99029541015625,0.9932861328125,1.0,0.98980712890625,1.0,1.0,1.0,0.20107238605898123,,0.0,,0.0,,,,0.9433962264150944,0.0,,,,,,,0.96326656394453,1.0,0.9932861328125,1.0,0.98980712890625,1.0,1.0,1.0,0.1986754966887417,0.0,0.0,,0.0,,,
b'1-212813',0.9720458984375,0.96246337890625,0.983642578125,0.94830322265625,0.954345703125,0.9725341796875,0.97808837890625,0.9676513671875,0.7580128205128205,0.9570621468926553,0.8906779661016949,1.0,0.6842105263157895,0.9577114427860697,0.8547717842323651,,0.9964887640449438,0.5948033707865169,0.8831932773109243,0.28823529411764703,0.15892420537897312,0.4706601466992665,0.3886792452830189,0.0,0.9697192513368984,0.9974598930481283,0.9915098065025668,1.0,0.9961454452010793,0.9989078761403057,0.9977923552415794,1.0,0.7559936068193926,0.579343365253078,0.7968157695223654,0.28823529411764703,0.1480637813211845,0.46107784431137727,0.36460176991150445,0.0
b'1-284631',0.8314208984375,1.0,0.99993896484375,1.0,0.98980712890625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.8314208984375,1.0,0.99993896484375,1.0,0.98980712890625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-287487',0.90142822265625,0.96282958984375,0.97100830078125,0.9903564453125,0.9866943359375,0.9996337890625,1.0,0.9942626953125,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.90142822265625,0.96282958984375,0.97100830078125,0.9903564453125,0.9866943359375,0.9996337890625,1.0,0.9942626953125,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
b'1-631289',0.9578857421875,0.93377685546875,0.9564208984375,0.947021484375,0.960693359375,0.9652099609375,0.9774169921875,0.97943115234375,0.743740010655301,0.7394106813996317,0.5883817427385892,1.0,0.2196969696969697,,0.3485342019543974,0.045454545454545456,0.8697819314641745,0.5003115264797507,0.7648327939590076,0.06364617044228695,0.05087719298245614,0.0,0.3862815884476534,0.010830324909747292,0.9674538196089045,0.980851207794844,0.9679109788445365,1.0,0.9934867838624004,1.0,0.9875830384304961,0.9960886571056062,0.6692233940556088,0.4253177966101695,0.4982431482782853,0.06364617044228695,0.04309063893016345,0.0,0.22431865828092243,0.008823529411764706
b'1-80656',0.64447021484375,1.0,0.98663330078125,1.0,0.98602294921875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.64447021484375,1.0,0.98663330078125,1.0,0.98602294921875,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-470166',0.91888427734375,1.0,0.96337890625,1.0,0.984375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.91888427734375,1.0,0.96337890625,1.0,0.984375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-456032',0.92669677734375,0.99908447265625,0.9517822265625,1.0,0.99176025390625,1.0,0.99578857421875,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,0.92669677734375,0.99908447265625,0.9517822265625,1.0,0.99176025390625,1.0,0.99578857421875,1.0,0.0,0.0,0.0,,0.0,,0.0,
b'1-277161',0.8831787109375,1.0,0.9970703125,1.0,0.9833984375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.8831787109375,1.0,0.9970703125,1.0,0.9833984375,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-73301',0.9383544921875,1.0,0.9967041015625,1.0,0.98681640625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.9383544921875,1.0,0.9967041015625,1.0,0.98681640625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-310960',0.96575927734375,1.0,0.98468017578125,1.0,0.99273681640625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.96575927734375,1.0,0.98468017578125,1.0,0.99273681640625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-423123',0.9178466796875,1.0,0.95074462890625,1.0,0.9874267578125,1.0,0.99603271484375,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.9178466796875,1.0,0.95074462890625,1.0,0.9874267578125,1.0,0.99603271484375,1.0,0.0,,0.0,,0.0,,0.0,
b'1-216976',0.7274169921875,0.99761962890625,0.9591064453125,1.0,0.99151611328125,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.7274169921875,0.99761962890625,0.9591064453125,1.0,0.99151611328125,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,
b'1-211106',0.9776611328125,1.0,1.0,1.0,0.9959716796875,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.9776611328125,1.0,1.0,1.0,0.9959716796875,1.0,1.0,1.0,0.0,,,,0.0,,,
b'1-135134',0.74578857421875,1.0,0.970703125,1.0,0.98638916015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.74578857421875,1.0,0.970703125,1.0,0.98638916015625,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-483265',0.94268798828125,1.0,0.98382568359375,1.0,0.97821044921875,1.0,0.998291015625,1.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,0.94268798828125,1.0,0.98382568359375,1.0,0.97821044921875,1.0,0.998291015625,1.0,0.0,,0.0,,0.0,,0.0,
b'1-403662',0.9248046875,1.0,0.9547119140625,1.0,0.98956298828125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.9248046875,1.0,0.9547119140625,1.0,0.98956298828125,1.0,1.0,1.0,0.0,,0.0,,0.0,,,
b'1-448079',0.87432861328125,0.97357177734375,0.92779541015625,0.9949951171875,0.99542236328125,1.0,0.981201171875,0.99676513671875,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.87432861328125,0.97357177734375,0.92779541015625,0.9949951171875,0.99542236328125,1.0,0.981201171875,0.99676513671875,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
b'1-39187',0.945068359375,1.0,1.0,1.0,0.99365234375,1.0,1.0,1.0,0.0,,,,0.0,,,,,,,,,,,,0.945068359375,1.0,1.0,1.0,0.99365234375,1.0,1.0,1.0,0.0,,,,0.0,,,
