"Step","scintillating-cake-62 - loss","scintillating-cake-62 - loss__MIN","scintillating-cake-62 - loss__MAX"
"62","0.0181795172393322","0.0181795172393322","0.0181795172393322"
"63","0.018301894888281822","0.018301894888281822","0.018301894888281822"
"64","0.01787703111767769","0.01787703111767769","0.01787703111767769"
"65","0.01776289753615856","0.01776289753615856","0.01776289753615856"
"66","0.01769912615418434","0.01769912615418434","0.01769912615418434"
"67","0.01763496920466423","0.01763496920466423","0.01763496920466423"
"68","0.01748899556696415","0.01748899556696415","0.01748899556696415"
"69","0.017322072759270668","0.017322072759270668","0.017322072759270668"
"70","0.017328519374132156","0.017328519374132156","0.017328519374132156"
"71","0.016953077167272568","0.016953077167272568","0.016953077167272568"
"72","0.01695527508854866","0.01695527508854866","0.01695527508854866"
"73","0.016883786767721176","0.016883786767721176","0.016883786767721176"
"74","0.016744259744882584","0.016744259744882584","0.016744259744882584"
"75","0.016564756631851196","0.016564756631851196","0.016564756631851196"
"76","0.016512341797351837","0.016512341797351837","0.016512341797351837"
"77","0.016288340091705322","0.016288340091705322","0.016288340091705322"
"78","0.016294192522764206","0.016294192522764206","0.016294192522764206"
"79","0.01618853025138378","0.01618853025138378","0.01618853025138378"
"80","0.016100673004984856","0.016100673004984856","0.016100673004984856"
"81","0.01595195010304451","0.01595195010304451","0.01595195010304451"
"82","0.01618098095059395","0.01618098095059395","0.01618098095059395"
"83","0.01583844982087612","0.01583844982087612","0.01583844982087612"
"84","0.015746556222438812","0.015746556222438812","0.015746556222438812"
"85","0.01589653454720974","0.01589653454720974","0.01589653454720974"
"86","0.015499712899327278","0.015499712899327278","0.015499712899327278"
"87","0.01553639117628336","0.01553639117628336","0.01553639117628336"
"88","0.015468010678887367","0.015468010678887367","0.015468010678887367"
"89","0.015493565239012241","0.015493565239012241","0.015493565239012241"
"90","0.01541571132838726","0.01541571132838726","0.01541571132838726"
"91","0.015100952237844467","0.015100952237844467","0.015100952237844467"
"92","0.015106845647096634","0.015106845647096634","0.015106845647096634"
"93","0.015023899264633656","0.015023899264633656","0.015023899264633656"
"94","0.014882168732583523","0.014882168732583523","0.014882168732583523"
"95","0.014828743413090706","0.014828743413090706","0.014828743413090706"
"96","0.014777208678424358","0.014777208678424358","0.014777208678424358"
"97","0.014807071536779404","0.014807071536779404","0.014807071536779404"
"98","0.014579461887478828","0.014579461887478828","0.014579461887478828"
"99","0.014638872817158699","0.014638872817158699","0.014638872817158699"
"100","0.014559872448444366","0.014559872448444366","0.014559872448444366"
"101","0.014482468366622925","0.014482468366622925","0.014482468366622925"
"102","0.01444815844297409","0.01444815844297409","0.01444815844297409"
"103","0.014437153935432434","0.014437153935432434","0.014437153935432434"
"104","0.014250463806092739","0.014250463806092739","0.014250463806092739"
"105","0.014165639877319336","0.014165639877319336","0.014165639877319336"
"106","0.014219975098967552","0.014219975098967552","0.014219975098967552"
"107","0.014103690162301064","0.014103690162301064","0.014103690162301064"
"108","0.01419097650796175","0.01419097650796175","0.01419097650796175"
"109","0.014020539820194244","0.014020539820194244","0.014020539820194244"
"110","0.014070347882807255","0.014070347882807255","0.014070347882807255"
"111","0.013875599950551987","0.013875599950551987","0.013875599950551987"
"112","0.01379401609301567","0.01379401609301567","0.01379401609301567"
"113","0.013789072632789612","0.013789072632789612","0.013789072632789612"
"114","0.01366891898214817","0.01366891898214817","0.01366891898214817"
"115","0.01368451863527298","0.01368451863527298","0.01368451863527298"
"116","0.013662670738995075","0.013662670738995075","0.013662670738995075"
"117","0.013602154329419136","0.013602154329419136","0.013602154329419136"
"118","0.013493466190993786","0.013493466190993786","0.013493466190993786"
"119","0.013264354318380356","0.013264354318380356","0.013264354318380356"
"120","0.013431023806333542","0.013431023806333542","0.013431023806333542"
"121","0.013320310972630978","0.013320310972630978","0.013320310972630978"
"122","0.013237391598522663","0.013237391598522663","0.013237391598522663"
"123","0.013367526233196259","0.013367526233196259","0.013367526233196259"
"124","0.013180424459278584","0.013180424459278584","0.013180424459278584"
"125","0.013205510564148426","0.013205510564148426","0.013205510564148426"
"126","0.013120870105922222","0.013120870105922222","0.013120870105922222"
"127","0.013142207637429237","0.013142207637429237","0.013142207637429237"
"128","0.013006343506276608","0.013006343506276608","0.013006343506276608"
"129","0.013008181937038898","0.013008181937038898","0.013008181937038898"
"130","0.012954436242580414","0.012954436242580414","0.012954436242580414"
"131","0.01286652497947216","0.01286652497947216","0.01286652497947216"
"132","0.01292616780847311","0.01292616780847311","0.01292616780847311"
"133","0.012820564210414886","0.012820564210414886","0.012820564210414886"
"134","0.012861640192568302","0.012861640192568302","0.012861640192568302"
"135","0.012884951196610928","0.012884951196610928","0.012884951196610928"
"136","0.01268827822059393","0.01268827822059393","0.01268827822059393"
"137","0.01271788775920868","0.01271788775920868","0.01271788775920868"
"138","0.012581252492964268","0.012581252492964268","0.012581252492964268"
"139","0.012490497902035713","0.012490497902035713","0.012490497902035713"
"140","0.012540014460682869","0.012540014460682869","0.012540014460682869"
"141","0.012453898787498474","0.012453898787498474","0.012453898787498474"
"142","0.012539779767394066","0.012539779767394066","0.012539779767394066"
"143","0.012437282130122185","0.012437282130122185","0.012437282130122185"
"144","0.012328914366662502","0.012328914366662502","0.012328914366662502"
"145","0.012376516126096249","0.012376516126096249","0.012376516126096249"
"146","0.01239753421396017","0.01239753421396017","0.01239753421396017"
"147","0.012321031652390957","0.012321031652390957","0.012321031652390957"
"148","0.012319830246269703","0.012319830246269703","0.012319830246269703"
"149","0.012233306653797626","0.012233306653797626","0.012233306653797626"
