,0
17704,1-197788
17705,1-619203
17706,1-137737
17707,1-105626
17708,1-358759
17709,1-618777
17710,1-633678
17711,1-88828
17712,1-534319
17713,1-217527
17714,1-208539
17715,1-427094
17716,1-189728
17717,1-265547
17718,1-621146
17719,1-260939
17720,1-130569
17721,1-443697
17722,1-281274
17723,1-446327
17724,1-327920
17725,1-382008
17726,1-499651
17727,1-255938
17728,1-447906
17729,1-73184
17730,1-520332
17731,1-380790
17732,1-467003
17733,1-236664
17734,1-103526
17735,1-210116
17736,1-175599
17737,1-484748
17738,1-483640
17739,1-389595
17740,1-73394
17741,1-29843
17742,1-247936
17743,1-235986
17744,1-76735
17745,1-149556
17746,1-457130
17747,1-283802
17748,1-528684
17749,1-476201
17750,1-541230
17751,1-175185
17752,1-613244
17753,1-404182
17754,1-346471
17755,1-520012
17756,1-459624
17757,1-225660
17758,1-165891
17759,1-42813
17760,1-324664
17761,1-169364
17762,1-173096
17763,1-407210
17764,1-442461
17765,1-450156
17766,1-332613
17767,1-606147
17768,1-575210
17769,1-568652
17770,1-50124
17771,1-456966
17772,1-419345
17773,1-458686
17774,1-627280
17775,1-237811
17776,1-451586
17777,1-357635
17778,1-464345
17779,1-429480
17780,1-148309
17781,1-414833
17782,1-36548
17783,1-270298
17784,1-179947
17785,1-420901
17786,1-187465
17787,1-424599
17788,1-538530
17789,1-456381
17790,1-185723
17791,1-309154
17792,1-576467
17793,1-451871
17794,1-411980
17795,1-347021
17796,1-9355
17797,1-150079
17798,1-624923
17799,1-150254
17800,1-335253
17801,1-393248
17802,1-321057
17803,1-155668
17804,1-440356
17805,1-421884
17806,1-137345
17807,1-301537
17808,1-7012
17809,1-584810
17810,1-329060
17811,1-465835
17812,1-631805
17813,1-504553
17814,1-145771
17815,1-415768
17816,1-448717
17817,1-59849
17818,1-544154
17819,1-392061
17820,1-422969
17821,1-217637
17822,1-394354
17823,1-606002
17824,1-360148
17825,1-322380
17826,1-198879
17827,1-490833
17828,1-285506
17829,1-61423
17830,1-27295
17831,1-449990
17832,1-342889
17833,1-82315
17834,1-325800
17835,1-384429
17836,1-171765
17837,1-72852
17838,1-321823
17839,1-25240
17840,1-176983
17841,1-566360
17842,1-409333
17843,1-404682
17844,1-87874
17845,1-598474
17846,1-329187
17847,1-478423
17848,1-473000
17849,1-638571
17850,1-591391
17851,1-30868
17852,1-156404
17853,1-77976
17854,1-177942
17855,1-230145
17856,1-6378
17857,1-460556
17858,1-80510
17859,1-244551
17860,1-462994
17861,1-82366
17862,1-246570
17863,1-55399
17864,1-43241
17865,1-259750
17866,1-371727
17867,1-77735
17868,1-86485
17869,1-282862
17870,1-156994
17871,1-29123
17872,1-1813
17873,1-360263
17874,1-472955
17875,1-601968
17876,1-123901
17877,1-183629
17878,1-282106
17879,1-121202
17880,1-106961
17881,1-69254
17882,1-541296
17883,1-456784
17884,1-451976
17885,1-3087
17886,1-333070
17887,1-490269
17888,1-49745
17889,1-491178
17890,1-35564
17891,1-587818
17892,1-269313
17893,1-536622
17894,1-75810
17895,1-98542
17896,1-542392
17897,1-532664
17898,1-593860
17899,1-24660
17900,1-494160
17901,1-287790
17902,1-81155
17903,1-356336
17904,1-549182
17905,1-604956
17906,1-364389
17907,1-342884
17908,1-566216
17909,1-633333
17910,1-320477
17911,1-273861
17912,1-298938
17913,1-68859
17914,1-576537
17915,1-441086
17916,1-135129
17917,1-482862
17918,1-349758
17919,1-345377
17920,1-138871
17921,1-605732
17922,1-9294
17923,1-504663
17924,1-371439
17925,1-135949
17926,1-521420
17927,1-216679
17928,1-226986
17929,1-166144
17930,1-275225
17931,1-450971
17932,1-243304
17933,1-313636
17934,1-454637
17935,1-632410
17936,1-111807
17937,1-10531
17938,1-69248
17939,1-329653
17940,1-109679
17941,1-134195
17942,1-32643
17943,1-502572
17944,1-371635
17945,1-605543
17946,1-144990
17947,1-116450
17948,1-70885
17949,1-516610
17950,1-350078
17951,1-171274
17952,1-246985
17953,1-214296
17954,1-401783
17955,1-39661
17956,1-323716
17957,1-412264
17958,1-273658
17959,1-25648
17960,1-254315
17961,1-493186
17962,1-560664
17963,1-474399
17964,1-383145
17965,1-400821
17966,1-386394
17967,1-567726
17968,1-282144
17969,1-56283
17970,1-498826
17971,1-94422
17972,1-454534
17973,1-596877
17974,1-430080
17975,1-181975
17976,1-183729
17977,1-511791
17978,1-350469
17979,1-493227
17980,1-489768
17981,1-574552
17982,1-534690
17983,1-210758
17984,1-49809
17985,1-525594
17986,1-8128
17987,1-50015
17988,1-426273
17989,1-47170
17990,1-66685
17991,1-94934
17992,1-267547
17993,1-277738
17994,1-28646
17995,1-415283
17996,1-465883
17997,1-487322
17998,1-166087
17999,1-452127
18000,1-640495
18001,1-617400
18002,1-520419
18003,1-558351
18004,1-281865
18005,1-44915
18006,1-300709
18007,1-246614
18008,1-282865
18009,1-548314
18010,1-273619
18011,1-633549
18012,1-565911
18013,1-510085
18014,1-235530
18015,1-477566
18016,1-114787
18017,1-384400
18018,1-303381
18019,1-81372
18020,1-255939
18021,1-533902
18022,1-335523
18023,1-448077
18024,1-189430
18025,1-560592
18026,1-391617
18027,1-379653
18028,1-489846
18029,1-564429
18030,1-628057
18031,1-298926
18032,1-181637
18033,1-176187
18034,1-141082
18035,1-523117
18036,1-403749
18037,1-505108
18038,1-494684
18039,1-175488
18040,1-594237
18041,1-520887
18042,1-433285
18043,1-635565
18044,1-101689
18045,1-409272
18046,1-174979
18047,1-481264
18048,1-456616
18049,1-565976
18050,1-274583
18051,1-135503
18052,1-375142
18053,1-93908
18054,1-252138
18055,1-35396
18056,1-400690
18057,1-114631
18058,1-223264
18059,1-175667
18060,1-626240
18061,1-376346
18062,1-633619
18063,1-282762
18064,1-538650
18065,1-62643
18066,1-443522
18067,1-489911
18068,1-565581
18069,1-128190
18070,1-85992
18071,1-268089
18072,1-517335
18073,1-472646
18074,1-447415
18075,1-199894
18076,1-506598
18077,1-456861
18078,1-531901
18079,1-494820
18080,1-402196
18081,1-543069
18082,1-248357
18083,1-469596
18084,1-4487
18085,1-147863
18086,1-414939
18087,1-145900
18088,1-608586
18089,1-208258
18090,1-520827
18091,1-523211
18092,1-334574
18093,1-486333
18094,1-524296
18095,1-451262
18096,1-467957
18097,1-138105
18098,1-168164
18099,1-364289
18100,1-610872
18101,1-332197
18102,1-9329
18103,1-443661
18104,1-301193
18105,1-447735
18106,1-394075
18107,1-471418
18108,1-86776
18109,1-113789
18110,1-425249
18111,1-267179
18112,1-339956
18113,1-261199
18114,1-350475
18115,1-633923
18116,1-166189
18117,1-629479
18118,1-250703
18119,1-382505
18120,1-489687
18121,1-638345
18122,1-565995
18123,1-637825
18124,1-7938
18125,1-443499
18126,1-79511
18127,1-339636
18128,1-300623
18129,1-277271
18130,1-349538
18131,1-131286
18132,1-208443
18133,1-531636
18134,1-99744
18135,1-466664
18136,1-297986
18137,1-168905
18138,1-420854
18139,1-325636
18140,1-415348
18141,1-5476
18142,1-48831
18143,1-265783
18144,1-135117
18145,1-210355
18146,1-403665
18147,1-231259
18148,1-418372
18149,1-462670
18150,1-237043
18151,1-372871
18152,1-560189
18153,1-11439
18154,1-468126
18155,1-514122
18156,1-622054
18157,1-148357
18158,1-304520
18159,1-215894
18160,1-320614
18161,1-346415
18162,1-35709
18163,1-177027
18164,1-7897
18165,1-189944
18166,1-400029
18167,1-78176
18168,1-229976
18169,1-155225
18170,1-434209
18171,1-517107
18172,1-316607
18173,1-364756
18174,1-384413
18175,1-209113
18176,1-245684
18177,1-456585
18178,1-17412
18179,1-40302
18180,1-315863
18181,1-282035
18182,1-490048
18183,1-104874
18184,1-585535
18185,1-488691
18186,1-8815
18187,1-391737
18188,1-61452
18189,1-375679
18190,1-535052
18191,1-483979
18192,1-228777
18193,1-301321
18194,1-588815
18195,1-466688
18196,1-486235
18197,1-518690
18198,1-63824
18199,1-247527
18200,1-240521
18201,1-498891
18202,1-448134
18203,1-640782
18204,1-297610
18205,1-235668
18206,1-154793
18207,1-27129
18208,1-224131
18209,1-370526
18210,1-175660
18211,1-42843
18212,1-119911
18213,1-404261
18214,1-262907
18215,1-79857
18216,1-406150
18217,1-180193
18218,1-181609
18219,1-387329
18220,1-336849
18221,1-148142
18222,1-359417
18223,1-150232
18224,1-314121
18225,1-493353
18226,1-120331
18227,1-382860
18228,1-231875
18229,1-444347
18230,1-404060
18231,1-564591
18232,1-464650
18233,1-268369
18234,1-77675
18235,1-491960
18236,1-237218
18237,1-456641
18238,1-420849
18239,1-140391
18240,1-567883
18241,1-178838
18242,1-93903
18243,1-485528
18244,1-86008
18245,1-483798
18246,1-144779
18247,1-638732
18248,1-479711
18249,1-156917
18250,1-295787
18251,1-232092
18252,1-224332
18253,1-121209
18254,1-160672
18255,1-499876
18256,1-182574
18257,1-180334
18258,1-445414
18259,1-247545
18260,1-255883
18261,1-456430
18262,1-10786
18263,1-185394
18264,1-67953
18265,1-244261
18266,1-495488
18267,1-201602
18268,1-535480
18269,1-32161
18270,1-122284
18271,1-155015
18272,1-334643
18273,1-164978
18274,1-574936
18275,1-454377
18276,1-358599
18277,1-403811
18278,1-461335
18279,1-376312
18280,1-628467
18281,1-51660
18282,1-596847
18283,1-125095
18284,1-79410
18285,1-362028
18286,1-138157
18287,1-419230
18288,1-308375
18289,1-329125
18290,1-388945
18291,1-496243
18292,1-169388
18293,1-72393
18294,1-438011
18295,1-441489
18296,1-309930
18297,1-148949
18298,1-323653
18299,1-521474
18300,1-624277
18301,1-502755
18302,1-486354
18303,1-530632
18304,1-210611
18305,1-168415
18306,1-466023
18307,1-283580
18308,1-469840
18309,1-604930
18310,1-364554
18311,1-317727
18312,1-357459
18313,1-449667
18314,1-627812
18315,1-26201
18316,1-519271
18317,1-215294
18318,1-2880
18319,1-473949
18320,1-498982
18321,1-258671
18322,1-72719
18323,1-398125
18324,1-576550
18325,1-416222
18326,1-386926
18327,1-363262
18328,1-457811
18329,1-388976
18330,1-349352
18331,1-363103
18332,1-229777
18333,1-489932
18334,1-69182
18335,1-280482
18336,1-404172
18337,1-74796
18338,1-616627
18339,1-174826
18340,1-604907
18341,1-620351
18342,1-81090
18343,1-588109
18344,1-309088
18345,1-7426
18346,1-626616
18347,1-131564
18348,1-336458
18349,1-404083
18350,1-54314
18351,1-381429
18352,1-459755
18353,1-274041
18354,1-143039
18355,1-275275
18356,1-244899
18357,1-517649
18358,1-300846
18359,1-329997
18360,1-592253
18361,1-386274
18362,1-172733
18363,1-481590
18364,1-499611
18365,1-364488
18366,1-359025
18367,1-606491
18368,1-304708
18369,1-239519
18370,1-260663
18371,1-92994
18372,1-301745
18373,1-83050
18374,1-48844
18375,1-376413
18376,1-225
18377,1-626669
18378,1-403582
18379,1-171473
18380,1-125781
18381,1-402084
18382,1-466002
18383,1-593972
18384,1-172271
18385,1-548979
18386,1-435989
18387,1-334532
18388,1-483984
18389,1-531739
18390,1-241635
18391,1-515695
18392,1-487417
18393,1-306795
18394,1-415113
18395,1-176123
18396,1-540637
18397,1-381932
18398,1-145802
18399,1-149536
18400,1-466114
18401,1-408751
18402,1-217376
18403,1-505814
18404,1-634795
18405,1-211055
18406,1-505640
18407,1-407971
18408,1-104018
18409,1-83987
18410,1-608217
18411,1-503114
18412,1-495379
18413,1-137561
18414,1-461266
18415,1-559665
18416,1-363826
18417,1-104355
18418,1-355059
18419,1-638574
18420,1-363636
18421,1-129368
18422,1-370540
18423,1-363685
18424,1-358133
18425,1-102832
18426,1-615775
18427,1-15346
18428,1-384147
18429,1-401220
18430,1-235611
18431,1-198747
18432,1-506518
18433,1-84331
18434,1-141272
18435,1-456633
18436,1-308619
18437,1-26306
18438,1-250671
18439,1-141934
18440,1-127810
18441,1-414755
18442,1-473490
18443,1-585563
18444,1-50548
18445,1-560663
18446,1-300189
18447,1-443518
18448,1-419817
18449,1-433945
18450,1-241484
18451,1-436100
18452,1-591753
18453,1-273110
18454,1-10263
18455,1-184366
18456,1-118178
18457,1-500591
18458,1-128793
18459,1-357193
18460,1-283869
18461,1-567397
18462,1-232143
18463,1-332778
18464,1-438770
18465,1-542810
18466,1-229547
18467,1-271483
18468,1-276563
18469,1-140433
18470,1-385225
18471,1-215324
18472,1-185287
18473,1-163294
18474,1-245670
18475,1-98799
18476,1-10752
18477,1-217159
18478,1-40335
18479,1-2431
18480,1-509242
18481,1-284063
18482,1-16085
18483,1-389438
18484,1-597548
18485,1-494487
18486,1-158256
18487,1-149541
18488,1-641055
18489,1-447604
18490,1-43687
18491,1-467160
18492,1-225081
18493,1-464598
18494,1-356521
18495,1-109275
18496,1-225558
18497,1-13568
18498,1-157342
18499,1-467971
18500,1-446046
18501,1-350898
18502,1-456949
18503,1-256203
18504,1-417471
18505,1-110034
18506,1-339601
18507,1-442076
18508,1-460461
18509,1-181573
18510,1-335353
18511,1-321841
18512,1-121959
18513,1-119740
18514,1-88271
18515,1-461063
18516,1-429841
18517,1-211082
18518,1-387857
18519,1-452963
18520,1-386695
18521,1-164109
18522,1-201307
18523,1-169331
18524,1-212796
18525,1-126435
18526,1-419266
18527,1-422430
18528,1-539194
18529,1-329467
18530,1-385455
18531,1-206177
18532,1-121075
18533,1-400685
18534,1-64981
18535,1-487407
18536,1-238802
18537,1-36897
18538,1-112406
18539,1-142468
18540,1-340846
18541,1-224066
18542,1-425879
18543,1-576905
18544,1-126877
18545,1-72572
18546,1-380837
18547,1-161887
18548,1-89077
18549,1-15908
18550,1-52677
18551,1-226204
18552,1-394715
18553,1-42273
18554,1-379243
18555,1-512357
18556,1-327856
18557,1-425021
18558,1-82411
18559,1-38030
18560,1-285423
18561,1-150906
18562,1-35905
18563,1-629609
18564,1-410750
18565,1-567647
18566,1-457156
18567,1-530078
18568,1-484376
18569,1-98783
18570,1-539926
18571,1-110139
18572,1-45554
18573,1-89827
18574,1-623597
18575,1-241042
18576,1-339192
18577,1-438428
18578,1-34742
18579,1-372425
18580,1-44818
18581,1-432562
18582,1-509057
18583,1-277944
18584,1-407221
18585,1-447861
18586,1-46945
18587,1-14337
18588,1-253261
18589,1-187966
18590,1-325063
18591,1-34009
18592,1-340397
18593,1-416664
18594,1-238274
18595,1-80716
18596,1-469429
18597,1-410009
18598,1-185651
18599,1-218417
18600,1-423458
18601,1-126187
18602,1-348575
18603,1-41750
18604,1-142294
18605,1-73638
18606,1-155975
18607,1-445418
18608,1-295241
18609,1-166613
18610,1-42615
18611,1-482565
18612,1-323735
18613,1-211491
18614,1-210593
18615,1-429553
18616,1-231983
18617,1-634095
18618,1-638939
18619,1-37421
18620,1-605640
18621,1-226191
18622,1-282708
18623,1-624146
18624,1-106670
18625,1-613766
18626,1-520281
18627,1-463163
18628,1-464871
18629,1-638473
18630,1-372125
18631,1-137108
18632,1-443488
18633,1-127355
18634,1-36703
18635,1-565424
18636,1-527104
18637,1-443197
18638,1-329328
18639,1-480806
18640,1-112672
18641,1-479660
18642,1-172894
18643,1-400158
18644,1-405684
18645,1-12671
18646,1-242171
18647,1-217017
18648,1-455636
18649,1-400697
18650,1-605591
18651,1-375718
18652,1-129327
18653,1-263694
18654,1-560802
18655,1-538122
18656,1-412280
18657,1-73372
18658,1-35840
18659,1-237795
18660,1-492564
18661,1-260943
18662,1-524169
18663,1-508173
18664,1-298533
18665,1-259956
18666,1-455388
18667,1-1640
18668,1-616521
18669,1-47244
18670,1-440652
18671,1-436417
18672,1-99040
18673,1-173497
18674,1-414518
18675,1-456508
18676,1-605685
18677,1-203274
18678,1-62774
18679,1-321215
18680,1-8632
18681,1-263219
18682,1-448709
18683,1-506373
18684,1-48189
18685,1-93612
18686,1-313936
18687,1-107040
18688,1-36417
18689,1-558599
18690,1-266101
18691,1-355703
18692,1-61876
18693,1-127020
18694,1-398411
18695,1-69573
18696,1-565589
18697,1-300624
18698,1-239284
18699,1-544491
18700,1-272728
18701,1-478379
18702,1-123328
18703,1-181589
18704,1-120935
18705,1-419773
18706,1-454880
18707,1-569042
18708,1-474461
18709,1-231866
18710,1-501045
18711,1-636320
18712,1-469302
18713,1-30497
18714,1-148422
18715,1-610160
18716,1-286081
18717,1-383050
18718,1-44044
18719,1-30758
18720,1-79504
18721,1-587938
18722,1-102232
18723,1-593307
18724,1-37936
18725,1-210415
18726,1-529151
18727,1-421510
18728,1-248743
18729,1-84142
18730,1-162190
18731,1-627173
18732,1-379990
18733,1-464717
18734,1-507564
18735,1-627405
18736,1-274967
18737,1-117663
18738,1-47463
18739,1-367582
18740,1-428847
18741,1-502911
18742,1-306641
18743,1-401502
18744,1-205351
18745,1-549096
18746,1-482713
18747,1-465167
18748,1-353836
18749,1-99179
18750,1-24091
18751,1-365344
18752,1-285081
18753,1-200911
18754,1-509841
18755,1-65595
18756,1-145352
18757,1-442209
18758,1-618721
18759,1-479400
18760,1-279852
18761,1-545654
18762,1-545727
18763,1-523690
18764,1-36382
18765,1-150862
18766,1-161131
18767,1-93872
18768,1-369425
18769,1-394310
18770,1-494128
18771,1-564731
18772,1-212061
18773,1-476605
18774,1-442932
18775,1-14719
18776,1-298280
18777,1-111536
18778,1-199202
18779,1-81357
18780,1-275595
18781,1-558603
18782,1-207302
18783,1-240849
18784,1-523065
18785,1-507490
18786,1-422150
18787,1-358832
18788,1-283516
18789,1-207422
18790,1-103888
18791,1-32585
18792,1-400634
18793,1-220952
18794,1-585493
18795,1-399435
18796,1-273186
18797,1-487806
18798,1-629728
18799,1-3858
18800,1-633985
18801,1-122586
18802,1-457448
18803,1-444816
18804,1-186893
18805,1-518748
18806,1-228856
18807,1-116725
18808,1-521998
18809,1-397118
18810,1-50103
18811,1-285729
18812,1-369981
18813,1-329552
18814,1-26393
18815,1-605806
18816,1-343656
18817,1-606156
18818,1-74748
18819,1-325967
18820,1-443308
18821,1-429558
18822,1-605181
18823,1-518695
18824,1-526568
18825,1-441864
18826,1-357633
18827,1-606632
18828,1-631771
18829,1-154450
18830,1-305343
18831,1-389503
18832,1-507730
18833,1-273937
18834,1-439245
18835,1-57289
18836,1-158652
18837,1-484597
18838,1-460436
18839,1-438591
18840,1-438259
18841,1-243467
18842,1-282462
18843,1-418736
18844,1-258007
18845,1-239675
18846,1-170906
18847,1-197773
18848,1-499629
18849,1-351069
18850,1-219374
18851,1-436131
18852,1-443301
18853,1-62063
18854,1-519118
18855,1-163908
18856,1-81344
18857,1-221666
18858,1-399953
18859,1-403664
18860,1-235203
18861,1-443566
18862,1-275396
18863,1-497430
18864,1-162027
18865,1-478912
18866,1-152579
18867,1-470310
18868,1-268137
18869,1-326041
18870,1-52590
18871,1-41350
18872,1-508509
18873,1-201182
18874,1-33830
18875,1-504347
18876,1-212876
18877,1-535133
18878,1-211264
18879,1-631119
18880,1-334242
18881,1-397482
18882,1-559146
18883,1-303677
18884,1-445333
18885,1-409440
18886,1-73353
18887,1-502640
18888,1-66381
18889,1-226995
18890,1-398410
18891,1-603668
18892,1-515569
18893,1-76395
18894,1-82688
18895,1-165532
18896,1-489927
18897,1-130906
18898,1-535456
18899,1-80572
18900,1-530517
18901,1-51737
18902,1-355942
18903,1-251115
18904,1-385781
18905,1-196737
18906,1-469939
18907,1-28697
18908,1-35723
18909,1-44789
18910,1-166011
18911,1-469628
18912,1-329196
18913,1-5269
18914,1-519851
18915,1-399569
18916,1-273573
18917,1-602231
18918,1-126235
18919,1-88776
18920,1-260215
18921,1-454425
18922,1-217842
18923,1-628012
18924,1-329420
18925,1-575178
18926,1-623899
18927,1-96299
18928,1-327112
18929,1-518456
18930,1-103390
18931,1-122507
18932,1-448543
18933,1-457196
18934,1-37265
18935,1-222076
18936,1-186662
18937,1-327542
18938,1-384105
18939,1-137343
18940,1-585812
18941,1-457236
18942,1-585521
18943,1-494456
18944,1-75665
18945,1-247373
18946,1-110165
18947,1-421365
18948,1-261216
18949,1-576051
18950,1-399342
18951,1-228577
18952,1-593789
18953,1-47057
18954,1-576235
18955,1-92295
18956,1-567921
18957,1-472483
18958,1-150337
18959,1-568814
18960,1-167627
18961,1-507594
18962,1-116851
18963,1-41922
18964,1-471156
18965,1-416440
18966,1-566
18967,1-401440
18968,1-407944
18969,1-516607
18970,1-262364
18971,1-173565
18972,1-403100
18973,1-74012
18974,1-48772
18975,1-129655
18976,1-7061
18977,1-629821
18978,1-186585
18979,1-90231
18980,1-66214
18981,1-498749
18982,1-301090
18983,1-556583
18984,1-495409
18985,1-494343
18986,1-39830
18987,1-29679
18988,1-585517
